clave,fuente,usr_id,prp_id,url,fecha_scraping,fecha_publicacion,precio,moneda,precio_m2,superficie_cubierta_m2,superficie_total_m2,ambientes,dormitorios,banos,tipo_construccion,condicion,estado_conservacion,antiguedad,localidad,provincia,direccion,latitud,longitud,cochera,plantas,piscina,amoblado,tiene_expensas,valor_expensas,acepta_mascotas,zona_escolar,publicador,tipo_anunciante,es_dueno_directo,posible_duplicado_cruzado,motivo_sospecha,descripcion,id_publicado
inmoclick:1002-1690,inmoclick,1002,1690,https://inmoclick.com/1002-riveros-propiedades-sa/inmuebles/1690/ficha/departamento-en-alquiler-en-los-toneles-2495-2o27o,2026-09-09,,580000.0,ARS,7733.333333333333,75.0,75.0,,2.0,1.0,Departamento,Alquiler,Muy Bueno,40.0,Capital,Mendoza,LOS TONELES 2495 2º27º,-32.87412100000001,-68.84139534973754,Sin Cochera,1.0,False,False,,40000.0,False,,riveros propiedades sa,Inmobiliaria,False,False,,"RIVEROS PROPIEDADES ALQUILA: Departamento De 2 Dormitorios En Zona Parque Central, Calle Los Toneles, Ciudad, Mendoza. NO SE PERMITEN MASCOTAS.
Características:
- Cocina.
- Estar Comedor.
- Lavandería.
- 2 Dormitorios Con Placar.
- Baño Completo.
- Balcón.
- Espacio Vehicular.
Detalles:
- Expensas: $40.000 Aproximadamente
- Preferentemente Sin Niños, A Conversar.
Requisitos:
- Solicitante Alquiler.
- 1 Garante Propietario Y 1 Garante Con Bono De Sueldo.
- 3 Garantes Con Bono De Sueldo (En Caso De No Tener Garante Propietario).
Contacto:",1002-1690
inmoclick:1002-1692,inmoclick,1002,1692,https://inmoclick.com/1002-riveros-propiedades-sa/inmuebles/1692/ficha/departamento-en-alquiler-en-calle-12-s-n-manzana-n-lote-238-planta-baja-2,2026-09-09,,600000.0,ARS,10000.0,60.0,75.0,,2.0,1.0,Departamento,Alquiler,Excelente,3.0,Guaymallen,Mendoza,CALLE 12 S/N MANZANA Ñ LOTE 238 PLANTA BAJA 2,-32.92629667274471,-68.76869561457829,Garage/Cochera,1.0,False,False,False,,False,,riveros propiedades sa,Inmobiliaria,False,False,,"RIVEROS PROPIEDADES ALQUILA: Departamento De 2 Dormitorios En Barrio Jardín Inka, Jesús Nazareno, Guaymallén, Mendoza. NO SE PERMITEN MASCOTAS.
Características:
- Estar Cocina Comedor.
- 2 Dormitorios Con Placar.
- Baño Completo.
- Patio - Lavanderia.
- Cochera Descubierta.
Detalles:
- Ubicado En Planta Baja.
- Complejo De 4 Departamentos.
- No Paga Expensas, Abona Luces De Espacios Comunes.
Requisitos:
- Solicitante Alquiler.
- 1 Garante Propietario Y 1 Garante Con Bono De Sueldo.
- 3 Garantes Con Bono De Sueldo (En Caso De No Tener Garante Propietario).
Contacto:
- www.riverospropiedades.com
- inmobiliaria@riverospropiedades.com",1002-1692
inmoclick:1002-1694,inmoclick,1002,1694,https://inmoclick.com/1002-riveros-propiedades-sa/inmuebles/1694/ficha/duplex-en-alquiler-en-moldes-734-j,2026-09-09,,800000.0,ARS,6666.666666666667,120.0,175.0,,4.0,2.0,Duplex,Alquiler,Muy Bueno,40.0,Guaymallen,Mendoza,"MOLDES 734 ""J""",-32.913213595285164,-68.8310003423279,Garage/Cochera,2.0,False,False,,20000.0,False,,riveros propiedades sa,Inmobiliaria,False,False,,"RIVEROS PROPIEDADES ALQUILA: Dúplex De 4 Dormitorios En Calle Moldes Cerca De Boulevard De Calle Dorrego, Guaymallén, Mendoza. NO SE PERMITEN MASCOTAS. 
Características:
- PLANTA BAJA:
- Estar Comedor,
- Cocina,
- 1 Dormitorio,
- Baño Completo,
- Patio,
- Cochera.
- PLANTA ALTA:
- 3 Dormitorios Con Placar,
- Baño Completo.
Detalles: 
- Abona Expensas $20.000 (Aprox)
- Ubicado En Complejo Cerrado.
Requisitos: 
- Solicitante alquiler. 
- 1 garante propietario y 1 garante con bono de sueldo. 
- 3 garantes con bono de sueldo (en caso de no tener garante propietario). 
Contacto: 
- www.riverospropiedades.com 
- inmobiliaria@riverospropiedades.com",1002-1694
inmoclick:1002-597,inmoclick,1002,597,https://inmoclick.com/1002-riveros-propiedades-sa/inmuebles/597/ficha/departamento-en-alquiler-en-renato-zanzin-1464-1o-5o,2026-09-09,,580000.0,ARS,13181.818181818182,44.0,50.0,,1.0,1.0,Departamento,Alquiler,Excelente,10.0,Godoy Cruz,Mendoza,RENATO ZANZIN 1464 1º 5º,-32.908736593257416,-68.85474069999997,Garage/Cochera,1.0,False,False,,20000.0,False,,riveros propiedades sa,Inmobiliaria,False,False,,"RIVEROS PROPIEDADES ALQUILA: Departamento De 1 Dormitorio En Calle Renato Zanzin Casi Pellegrini, En Godoy Cruz, Mendoza. NO SE PERMITEN MASCOTAS. 
Características:
- Estar Comedor.
- Cocina Con Desayunador y Lavanderia.
- Baño Completo Con Bañadera.
- 1 Dormitorio Con Placar.
- Balcón.
- Cochera Cubierta.
Detalles: 
- Expensas: $20.000 Aprox.
Requisitos:
- Solicitante Alquiler. 
- 1 Garante Propietario Y 1 Garante Con Bono De Sueldo.
- 3 Garantes Con Bono De Sueldo (En Caso De No Tener Garante Propietario).
Contacto:
- www.riverospropiedades.com
- inmobiliaria@riverospropiedades.com",1002-597
inmoclick:101189-240,inmoclick,101189,240,https://inmoclick.com/101189-juan-carlos-raiti/inmuebles/240/ficha/departamento-en-alquiler-en-calle-castro,2026-09-09,,480000.0,ARS,9600.0,50.0,50.0,3.0,1.0,1.0,Departamento,Alquiler,Excelente,7.0,Guaymallen,Mendoza,CALLE CASTRO,-32.91384293529721,-68.78489798130583,Garage,1.0,,False,,75000.0,False,,juan carlos raiti,Inmobiliaria,False,False,,"Departamento en planta baja, dentro de un complejo íntimo de cuatro unidades, ideal para quienes buscan comodidad y acceso rápido a la ciudad. Ubicado en calle Castro, a sólo 50 metros de calle Urquiza, ofrece una ubicación práctica y de fácil llegada.

Características principales:
- 📍 Ubicación: Calle Castro, a 50 m de calle Urquiza 
- 🏘️ Complejo: Parte de un conjunto de 4 departamentos (planta baja) 
- 🛏️ Dormitorios: 1 dormitorio con placard empotrado 
- 🍽️ Cocina: Cocina con amueblamientos completos, diseño moderno 
- 🛁 Baños: 1 baño completo con antebaño 
- 🛋️ Ambientes: Living-comedor luminoso y funcional 
- 🚗 Cochera: Espacio de cochera incluido

Descripción:
Este departamento combina practicidad y estilo en un espacio bien distribuido. El dormitorio con placard ofrece almacenamiento ordenado, mientras que la cocina, totalmente amueblada y de diseño moderno, facilita la vida diaria con estética contemporánea. El baño completo con antebaño brinda mayor comodidad y privacidad. El living-comedor propone un ambiente acogedor para recibir visitas o descansar después del trabajo. Al estar en planta baja, el acceso es directo y cómodo, y la cochera incluida aporta un valor agregado importante para quienes buscan seguridad y confort para su vehículo. Su ubicación, a pocos pasos de calle Urquiza, lo hace atractivo para quienes valoran la cercanía a puntos de interés sin renunciar a la tranquilidad de un complejo pequeño. Ideal para pareja o persona sola que busca funcionalidad y buen diseño.",101189-240
inmoclick:101189-257,inmoclick,101189,257,https://inmoclick.com/101189-juan-carlos-raiti/inmuebles/257/ficha/departamento-en-alquiler-en-calle-chile-entre-las-heras-y-necochea,2026-09-09,,430000.0,ARS,6142.857142857143,70.0,70.0,4.0,2.0,1.0,Departamento,Alquiler,Muy Bueno,20.0,Capital,Mendoza,CALLE CHILE entre Las Heras Y Necochea,-32.88558206610525,-68.8445618685089,Sin Cochera,1.0,False,False,,150000.0,False,,juan carlos raiti,Inmobiliaria,False,False,,"🛏️ 2 dormitorios con placares 
🚿 1 baño 
🍽️ Cocina funcional 
🏢 3er piso 
✨ Estado: lindo, para entrar a vivir

Presentamos un departamento lindo y práctico en 3er piso, pensado para quienes buscan comodidad y buen aprovechamiento del espacio. Sus dos dormitorios cuentan con placares empotrados que facilitan el orden y permiten optimizar cada ambiente; son habitaciones ideales para armar el dormitorio principal y una habitación auxiliar, oficina o cuarto de niños según tus necesidades.

La cocina, funcional y bien distribuida, ofrece el espacio necesario para preparar tus comidas del día a día y adaptar con facilidad pequeños electrodomésticos o soluciones de almacenamiento adicionales. El baño, completo, responde a la funcionalidad que demanda una vivienda cotidiana.

Al estar en un tercer piso, el inmueble ofrece mayor privacidad y menos ruidos de calle, lo que suma tranquilidad a la experiencia de vivir aquí. Su estado “lindo” sugiere que se encuentra en condiciones aptas para mudarse sin grandes reformas, permitiéndote enfocarte en decorar y personalizar cada ambiente a tu gusto.

Es una opción atractiva para parejas, familias pequeñas o inversores que buscan una propiedad con distribución práctica y buen potencial. Consultá para coordinar una visita y comprobar en persona todas las ventajas que ofrece este departamento.",101189-257
inmoclick:101189-260,inmoclick,101189,260,https://inmoclick.com/101189-juan-carlos-raiti/inmuebles/260/ficha/departamento-en-alquiler-en-calle-ohiggins-antes-de-25-de-mayo,2026-09-09,,650000.0,ARS,9285.714285714286,70.0,70.0,5.0,2.0,2.0,Departamento,Alquiler,Excelente,10.0,Capital,Mendoza,CALLE OHIGGINS ANTES DE 25 DE MAYO,-32.90558183506181,-68.85392462198958,Garage,1.0,False,False,,65000.0,False,,juan carlos raiti,Inmobiliaria,False,False,,"🛏️ 2 dormitorios con placard 
🚿 2 baños (uno en suite) 
🛋️ Living amplio y luminoso 
🚗 Cochera incluida 
☀️ Muy luminoso 
📍 Primer piso

Se alquila departamento en primer piso que combina confort y funcionalidad. La distribución es práctica: dos dormitorios con placard que ofrecen espacio de guardado ordenado y un baño en suite para mayor privacidad, además de un segundo baño que facilita la convivencia diaria. El living, amplio y luminoso, es el corazón del hogar y permite recibir visitas, armar un espacio de estudio o disfrutar de un agradable descanso con buena iluminación natural.

La cochera incluida aporta comodidad y seguridad para el vehículo, una ventaja notable en la ciudad. Al estar en primer piso, el acceso es directo y cómodo, ideal tanto para familias como para profesionales que buscan simplicidad en su rutina diaria.

Propiedad luminosa y cómoda, con ambientes bien pensados para el día a día. Perfecta para quienes priorizan practicidad sin resignar confort. Contacte para coordinar visita y conocer en persona la atmósfera y distribución que hacen de este departamento una opción atractiva para vivir.",101189-260
inmoclick:101189-261,inmoclick,101189,261,https://inmoclick.com/101189-juan-carlos-raiti/inmuebles/261/ficha/departamento-en-alquiler-en-calle-pascual-segura-y-25-de-mayo,2026-09-09,,850000.0,ARS,8500.0,100.0,100.0,5.0,3.0,2.0,Departamento,Alquiler,Excelente,10.0,Capital,Mendoza,CALLE PASCUAL SEGURA Y 25 DE MAYO,-32.905334245417265,-68.85330152290787,Garage,1.0,False,False,,30000.0,False,,juan carlos raiti,Inmobiliaria,False,False,,"Departamento amplio y luminoso ideal para una familia que busca confort y funcionalidad en cada ambiente. Al ingresar se percibe una circulación cómoda entre los espacios: un living comedor con balcón que aporta luz natural y permite disfrutar de momentos de relax y reuniones; una cocina amplia y amoblada que facilita la organización y el día a día; además cuenta con tres dormitorios con placard, pensados para descanso y privacidad, y dos baños que brindan comodidad para toda la familia. La lavandería luminosa suma practicidad y ventilación al servicio doméstico. La cochera incluida es una ventaja valiosa en la rutina diaria.

Características principales:
- 🛏️ 3 dormitorios con placard
- 🚿 2 baños
- 🍽️ Cocina amplia amoblada
- 🧺 Lavandería luminosa
- 🛋️ Living comedor con balcón
- 🚗 Cochera

Este inmueble combina amplitud y luz natural, ofreciendo ambientes versátiles que se adaptan tanto a la vida familiar como al teletrabajo. La distribución permite separar las áreas sociales de las privadas, mientras que el balcón amplía el living hacia el exterior. Una propuesta práctica y confortable, lista para convertirse en tu próximo hogar.",101189-261
inmoclick:101867-24,inmoclick,101867,24,https://inmoclick.com/101867-rosana/inmuebles/24/ficha/departamento-en-alquiler-en-mitre-749-cdad,2026-09-09,,480000.0,ARS,13714.285714285714,35.0,35.0,2.0,1.0,1.0,Departamento,Alquiler,Excelente,,Capital,Mendoza,Mitre 749 cdad,,,Indistinto,1.0,False,False,False,,False,No,rosana,Dueno Directo,True,False,,Dueño directo Departamento calle Mitre entre San Lorenzo y Montevideo. Dormitorio. Cocina. Estar. Baño. Aire acondicionado frio/calor. Sin expensas,101867-24
inmoclick:10208-247,inmoclick,10208,247,https://inmoclick.com/10208-vicente-propiedades/inmuebles/247/ficha/departamento-en-alquiler-en-barrio-natania-47-maipu,2026-09-09,,700000.0,ARS,9459.45945945946,74.0,74.0,,2.0,2.0,Departamento,Alquiler,Excelente,,Maipu,Mendoza,"Barrio Natania 47, Maipú",-32.942327010330644,-68.80337386687624,Garage,2.0,,,False,,False,,vicente propiedades,Inmobiliaria,False,False,,"DÚPLEX EN ALQUILER – BARRIO NATANIA 47, MAIPÚ 

Hoy conocemos este dúplex ubicado en Barrio Natania 47 de Maipú, dentro de un entorno residencial tranquilo y agradable.

Cuenta con:
• Cocina-comedor equipada con horno
• Baño de visitas
• 2 dormitorios con placares empotrados
• Baño completo
• Espacio para lavandería o guardado
• Cochera techada

Una propiedad funcional y bien distribuida, ideal para disfrutar cómodamente de cada espacio.

Canon mensual: $700.000
Actualizaciones trimestrales mediante IPC.

Consultanos para recibir más información y coordiná tu visita.",10208-247
inmoclick:10313-13,inmoclick,10313,13,https://inmoclick.com/10313-mario-arturo-romani/inmuebles/13/ficha/departamento-en-alquiler-en-lavalle-290-esquina-san-martin-sur,2026-09-09,,650000.0,ARS,9285.714285714286,70.0,70.0,5.0,2.0,1.0,Departamento,Alquiler,Excelente,35.0,Godoy Cruz,Mendoza,Lavalle 290 esquina San Martin sur,-32.87505096302248,-68.83456419,Sin Cochera,1.0,False,False,,38000.0,,,mario arturo romani,Dueno Directo,True,False,,"• 🏠 Ubicación: Lavalle esquina San Martín (sur), a 2 cuadras de la plaza 
• 🛏️ Dormitorios: 2 dormitorios con placares 
• 🛁 Baños: 1 baño con antebaño 
• 🛋️ Ambientes: Living comedor amplio + cocina comedor 
• 🧺 Lavadero: Lavadero cubierto 
• 🧽 Estado: Se entrega recién pintado y en excelentes condiciones 
• 🔥 Equipamiento: Cocina, calefón y estufa incluidos 
• 🪜 Piso: Primer piso por escalera 
• 👥 Capacidad: Máximo 3 personas 
• 🐶 Mascota: Se acepta mascota pequeña, con supervisión constante del inquilino 
• 📄 Condiciones: Contrato por 2 años con actualizaciones cuatrimestrales por IPC 
• 🛍️ Entorno: Rodeado de comercios de distintos rubros

Descripción:
Disfrute de la comodidad de vivir en una de las esquinas más prácticas de la zona sur: a solo dos cuadras de la plaza y con todo tipo de comercios a mano, este departamento ofrece un equilibrio ideal entre tranquilidad y conveniencia. En primer piso por escalera, encontrará un ingreso que conduce a espacios bien distribuidos: dos dormitorios con placares que brindan almacenamiento ordenado, un baño con antebaño que aporta mayor funcionalidad, y un living comedor perfecto para recibir visitas o disfrutar de ratos de relax.

La cocina comedor integrada y el lavadero cubierto facilitan las tareas diarias, y el equipamiento (cocina, calefón y estufa) permite instalarse sin demoras. Se entrega recién pintado y en excelentes condiciones, listo para habitar. Ideal para parejas, pequeñas familias o profesionales que busquen confort y ubicación estratégica. Se admite una mascota pequeña bajo supervisión, y el contrato es por 2 años con actualizaciones cuatrimestrales por IPC, ofreciendo seguridad y previsibilidad. Un hogar práctico y acogedor en una ubicación privilegiada.",10313-13
